Standard_Bangla,dialect_speech,English_translation
আজকে আমার মন ভালো নেই,আইজ আমার মন ভালা নাই,I'm not feeling well today
আজ আমাকে বলে আমি নাকি তার যোগ্য না,আইজ আমারে কয় আমি নাকি তার যোগ্য না,Today he tells me that I am not worthy of him
আজ এই পরিস্থিতির জন্য লেজুড়বৃত্তি ছাত্র-রাজনীতি অন্যতম দায়ী। আমরা ছাত্রদের মানবিক হতে শিক্ষা দিতে পারলাম না। খুব কষ্ট লাগল। সবাই ধৈর্য ধরুন।,আইজ এই পরিস্থিতির লাইগগা  লেজুড়বৃত্তি ছাত্র-রাজনীতি অন্যতম দায়ী। আমরা ছাত্রগর মানবিক হইতে শিক্ষা দিতে পারলাম না। খুব কষ্ট লাগল। সবাই ধৈর্য ধরুইন।,
আজ কোনো খেলা হবে না,আইজ কোন খেলা হইতো না,
আজ কোনো খেলা হবে না ,আইজ কোন খেলা হইতো না ,There will be no game today
আজ ছুটির দিন,আইজ ছুটির দিন,Today is a holiday
আজ রাতে বাবা হঠাৎ করে অসুস্থ হয়ে পড়েছে খবর শুনে হাসপাতালে এলাম,আইজ রাইতে আব্বা হঠাৎ কইরা অসুস্থ হয়া পড়সে খবর হুইন্না হাসপাতালে আইলাম,I came to the hospital after hearing the news that my father has suddenly fallen ill tonight
আজ সকালে আমি এবং আমার বন্ধুরা ফুটবল খেলতে মাঠে গিয়েছি,আইজ সহালে আমি আর আমার বন্ধুরা ফুটবল খেলতে মাঠে গেসি,
আজ সিলেটে বৃষ্টি হবে,আইজ সিলেটে বৃষ্টি হইব,
আজকে আমার খেতে ভালো লাগছে না,আইজকা আমার খাইতে ভালা লাগতাসেনা,I don't feel like eating today
আজকে আমার জন্মদিন ,আইজকা আমার জন্মদিন,Today is my birthday
আজকে স্কুলে গিয়েছিলি,আইজকা ইশকুলো গেসিলি?,
