Standard_Bangla,dialect_speech,English_translation
আপনার বাবা মার যেহেতু স্বপ্ন,অনর বাপ মার যেহেতু সফ্ন,Since your parents have dreams...
আপনার বাড়ি কি নিউক্যালি ভাউ �,অনর বারি কি নিউক্যালি নাকি ?,"Is your home in New Cali, Vau?"
আপনার ব্লগটি পড়ে অনেক কিছু শিখতে পেরেছি,অনর ব্লগকান ফরি বউত কিচু শিকিত ফাইরগি,I have learned a lot from reading your blog
আপনার বড় বোনের কি বিয়ে হয়ে গেছে?,অনর বড় বইনের কি বিয়া ওই গেইয়ু নি?,Has your elder sister gotten married?
আপনার ভাষার ব্যবহার দেখে বোঝা যাচ্ছে আপনি কোন ধরনের পরিবেশে অবস্থান করেন।,অনর ভাষার ব্যবোয়ার দেহি বুঝা যার অনে হোন ধরনর পরিবেশ অত অবস্থান গরন।,"Based on your language use, it appears I can understand the environment you are in."
আপনার মত দু চারটা আবাল মার্কেটে না গেলেই সমস্যা নাই।মাল আছে কাস্টমার ও আছে।,অনর মত দুয়া চাইরগোয়া আবাল মার্কেট অত ন গেইলি সমইস্যা নাই। মাল আছে কাস্টমার ও আছে,"It's not a problem if a few immature people don't come to the market. We have the goods, and we have customers."
"Naheed Parveen Mimi@আপনার মন্তব্য এবং স্যারের লেখা বুঝা readers আমাদের সমাজে খুব সিমিত। তাদের মনমত লেখা না হলে যে সব ভাসা ব্যাবহার করে that's are very painful, maximum are comments on radical approach.",অনর মন্তব্য এবং স্যারের লেহা বুঝা  আরার সমাজত খুব সিমিত।  ইতারার মনমত লেহা ন অইলে যে বেয়াক ভাষা বেবার গরে।,"Naheed Parveen Mimi@Your comments and understanding of the sir's writing are limited to a small readership in our society. They use very painful language when they don't find writing to their liking, and the majority of comments take a radical approach."
আপনার মজার মজার কথা শুনলে সারা দিন মন ভালো থাকে,অনর মযার মযার হতা ফুনিলে আরাদিন মন বালা তাকে,Listening to your funny jokes makes me feel good all day long
আপনার জন্য কত সাইজ,অনর লা হত সাইজ।,What size do you need?
আপনার জন্য,অনর লাই,For you.
আপনার জন্য অনেক দোয়া আর ভালবাসা স্যার <3,অনর লাই অনেক দুয়া আর ভালোব্বাসা স্যার।,"Lots of prayers and love for you, sir <3"
